timestamp,account_id,currency,debit,credit,balance,fx_rate,counterparty,transaction_type,risk_score
2023-07-09 20:00:00,ACC-0011,GBP,38018.18,0.0,1075503.33,1.27,CP-008,wire,0.1181
2023-07-10 00:00:00,ACC-0047,JPY,0.0,19855.77,3239480.1,0.0067,CP-015,fee,0.0124
2023-07-10 04:00:00,ACC-0046,GBP,0.0,48915.4,980330.52,1.27,CP-001,fee,0.5395
2023-07-10 08:00:00,ACC-0013,USD,37470.8,0.0,3504621.58,1.0,CP-009,wire,0.1013
2023-07-10 12:00:00,ACC-0031,EUR,0.0,5565.94,4814710.96,1.08,CP-008,wire,0.0897
2023-07-10 16:00:00,ACC-0006,GBP,15125.72,0.0,3095649.36,1.27,CP-001,withdrawal,0.1894
2023-07-10 20:00:00,ACC-0039,EUR,0.0,47084.84,2660606.82,1.08,CP-015,interest,0.3529
2023-07-11 00:00:00,ACC-0037,CHF,0.0,46802.81,548266.49,1.12,CP-009,fee,0.2331
2023-07-11 04:00:00,ACC-0029,EUR,0.0,15763.32,2396393.02,1.08,CP-001,withdrawal,0.0804
2023-07-11 08:00:00,ACC-0044,EUR,62515.68,0.0,1648913.95,1.08,CP-019,fee,0.0632
2023-07-11 12:00:00,ACC-0022,EUR,50793.24,0.0,670107.4,1.08,CP-017,interest,0.2027
2023-07-11 16:00:00,ACC-0048,GBP,49852.97,0.0,1664652.71,1.27,CP-018,deposit,0.3382
2023-07-11 20:00:00,ACC-0037,JPY,0.0,2019.81,3989832.14,0.0067,CP-006,fx_swap,0.3761
2023-07-12 00:00:00,ACC-0040,EUR,0.0,73112.73,3432225.68,1.08,CP-007,interest,0.0871
2023-07-12 04:00:00,ACC-0014,GBP,10498.63,0.0,1687088.21,1.27,CP-004,interest,0.4379
2023-07-12 08:00:00,ACC-0024,JPY,51955.49,0.0,725124.7,0.0067,CP-011,withdrawal,0.159
2023-07-12 12:00:00,ACC-0042,JPY,28523.7,0.0,918572.78,0.0067,CP-012,fx_swap,0.0562
2023-07-12 16:00:00,ACC-0043,JPY,19070.23,0.0,4497353.35,0.0067,CP-011,interest,0.114
2023-07-12 20:00:00,ACC-0041,EUR,0.0,50520.0,4767946.44,1.08,CP-004,fx_swap,0.1887
2023-07-13 00:00:00,ACC-0009,GBP,44057.76,0.0,3330707.83,1.27,CP-020,withdrawal,0.3582
2023-07-13 04:00:00,ACC-0017,EUR,0.0,33330.63,191368.27,1.08,CP-002,wire,0.0951
2023-07-13 08:00:00,ACC-0004,USD,45411.11,0.0,146740.87,1.0,CP-013,deposit,0.1339
2023-07-13 12:00:00,ACC-0003,CHF,106199.64,0.0,2650550.61,1.12,CP-015,fx_swap,0.1241
2023-07-13 16:00:00,ACC-0022,CHF,1602.37,0.0,2312580.41,1.12,CP-015,deposit,0.0101
2023-07-13 20:00:00,ACC-0001,USD,0.0,19474.97,1713596.03,1.0,CP-002,fx_swap,0.3094
2023-07-14 00:00:00,ACC-0034,GBP,0.0,531.81,4257246.86,1.27,CP-007,deposit,0.4008
2023-07-14 04:00:00,ACC-0043,EUR,0.0,4427.21,1517046.44,1.08,CP-003,deposit,0.1362
2023-07-14 08:00:00,ACC-0032,EUR,15112.18,0.0,1955347.68,1.08,CP-005,withdrawal,0.2474
2023-07-14 12:00:00,ACC-0001,CHF,97275.72,0.0,4643311.68,1.12,CP-012,interest,0.0108
2023-07-14 16:00:00,ACC-0025,GBP,27.99,0.0,649282.7,1.27,CP-004,withdrawal,0.1716
2023-07-14 20:00:00,ACC-0008,EUR,0.0,8724.23,2119258.69,1.08,CP-014,fx_swap,0.3005
2023-07-15 00:00:00,ACC-0028,GBP,27685.45,0.0,4072579.28,1.27,CP-010,withdrawal,0.2162
2023-07-15 04:00:00,ACC-0017,EUR,0.0,57.63,3010309.04,1.08,CP-019,interest,0.3873
2023-07-15 08:00:00,ACC-0022,JPY,80161.56,0.0,2141301.92,0.0067,CP-005,fx_swap,0.2716
2023-07-15 12:00:00,ACC-0010,USD,0.0,62413.53,159142.68,1.0,CP-017,fx_swap,0.251
2023-07-15 16:00:00,ACC-0041,GBP,0.0,8227.26,2351529.3,1.27,CP-010,fee,0.2421
2023-07-15 20:00:00,ACC-0022,USD,18988.04,0.0,4331378.01,1.0,CP-011,interest,0.0697
2023-07-16 00:00:00,ACC-0019,EUR,40108.23,0.0,3739335.34,1.08,CP-008,wire,0.157
2023-07-16 04:00:00,ACC-0021,JPY,575.75,0.0,1634928.63,0.0067,CP-002,withdrawal,0.3092
2023-07-16 08:00:00,ACC-0024,USD,20430.55,0.0,3362005.63,1.0,CP-011,interest,0.33
2023-07-16 12:00:00,ACC-0007,GBP,15041.3,0.0,1990711.29,1.27,CP-014,withdrawal,0.4882
2023-07-16 16:00:00,ACC-0023,EUR,0.0,9014.74,3036881.4,1.08,CP-014,fee,0.2445
2023-07-16 20:00:00,ACC-0005,EUR,4420.44,0.0,3827240.58,1.08,CP-003,wire,0.1059
2023-07-17 00:00:00,ACC-0027,GBP,31204.24,0.0,950503.51,1.27,CP-010,deposit,0.2286
2023-07-17 04:00:00,ACC-0030,JPY,0.0,26800.9,3709594.19,0.0067,CP-020,fx_swap,0.4678
2023-07-17 08:00:00,ACC-0017,GBP,18360.2,0.0,2052940.2,1.27,CP-015,interest,0.0863
2023-07-17 12:00:00,ACC-0026,GBP,29626.69,0.0,719213.7,1.27,CP-005,wire,0.0352
2023-07-17 16:00:00,ACC-0029,JPY,0.0,28648.7,901419.69,0.0067,CP-019,interest,0.2971
2023-07-17 20:00:00,ACC-0017,EUR,12868.66,0.0,4489479.3,1.08,CP-006,fx_swap,0.1893
2023-07-18 00:00:00,ACC-0029,JPY,0.0,15.23,2469684.13,0.0067,CP-019,withdrawal,0.1306
2023-07-18 04:00:00,ACC-0014,JPY,0.0,79630.82,1481796.83,0.0067,CP-005,wire,0.0986
2023-07-18 08:00:00,ACC-0014,EUR,0.0,21481.75,4244149.9,1.08,CP-012,wire,0.3903
2023-07-18 12:00:00,ACC-0003,USD,89709.59,0.0,2927561.37,1.0,CP-007,interest,0.3249
2023-07-18 16:00:00,ACC-0012,EUR,0.0,34252.38,4225460.3,1.08,CP-006,fee,0.6876
2023-07-18 20:00:00,ACC-0030,EUR,198.06,0.0,2962701.47,1.08,CP-017,wire,0.1774
2023-07-19 00:00:00,ACC-0036,JPY,0.0,9687.37,505068.49,0.0067,CP-018,interest,0.0071
2023-07-19 04:00:00,ACC-0017,GBP,2091.39,0.0,2533561.54,1.27,CP-009,withdrawal,0.2152
2023-07-19 08:00:00,ACC-0026,CHF,0.0,95600.27,2578137.26,1.12,CP-008,fee,0.3492
2023-07-19 12:00:00,ACC-0029,JPY,0.0,35895.24,2871231.67,0.0067,CP-018,deposit,0.5128
2023-07-19 16:00:00,ACC-0047,CHF,0.0,58518.14,3987839.25,1.12,CP-013,fee,0.061
2023-07-19 20:00:00,ACC-0006,USD,104102.65,0.0,135636.76,1.0,CP-012,wire,0.2017
2023-07-20 00:00:00,ACC-0032,JPY,0.0,38451.58,4904306.91,0.0067,CP-012,withdrawal,0.1582
2023-07-20 04:00:00,ACC-0004,USD,100679.46,0.0,874820.19,1.0,CP-020,fx_swap,0.094
2023-07-20 08:00:00,ACC-0038,GBP,19246.76,0.0,646753.33,1.27,CP-018,fx_swap,0.2292
2023-07-20 12:00:00,ACC-0012,EUR,0.0,12427.27,4875924.21,1.08,CP-017,interest,0.0693
2023-07-20 16:00:00,ACC-0038,GBP,0.0,6005.79,3299664.38,1.27,CP-011,wire,0.0385
2023-07-20 20:00:00,ACC-0034,EUR,2800.73,0.0,1214366.47,1.08,CP-006,fee,0.0759
2023-07-21 00:00:00,ACC-0035,EUR,78571.0,0.0,2365571.09,1.08,CP-014,fee,0.2797
2023-07-21 04:00:00,ACC-0029,CHF,23039.86,0.0,1445268.47,1.12,CP-002,fee,0.4567
2023-07-21 08:00:00,ACC-0042,CHF,2789.62,0.0,1149851.63,1.12,CP-015,deposit,0.1278
2023-07-21 12:00:00,ACC-0022,USD,7271.15,0.0,1015225.96,1.0,CP-011,wire,0.4192
2023-07-21 16:00:00,ACC-0041,JPY,19219.37,0.0,2205053.44,0.0067,CP-012,withdrawal,0.0617
2023-07-21 20:00:00,ACC-0025,JPY,68603.96,0.0,3798875.39,0.0067,CP-016,fx_swap,0.354
2023-07-22 00:00:00,ACC-0032,GBP,72960.89,0.0,4195035.82,1.27,CP-018,interest,0.2742
2023-07-22 04:00:00,ACC-0028,USD,0.0,69228.48,2837774.27,1.0,CP-016,withdrawal,0.3288
2023-07-22 08:00:00,ACC-0034,CHF,0.0,88466.87,2236636.66,1.12,CP-006,wire,0.0599
2023-07-22 12:00:00,ACC-0046,USD,0.0,101916.45,4580842.49,1.0,CP-006,deposit,0.16
2023-07-22 16:00:00,ACC-0028,USD,50940.7,0.0,3994509.0,1.0,CP-004,withdrawal,0.3448
2023-07-22 20:00:00,ACC-0007,GBP,54827.14,0.0,661211.05,1.27,CP-016,interest,0.6039
2023-07-23 00:00:00,ACC-0042,EUR,0.0,18419.27,206520.31,1.08,CP-013,fx_swap,0.4684
2023-07-23 04:00:00,ACC-0048,USD,10533.5,0.0,2181670.61,1.0,CP-012,wire,0.3254
2023-07-23 08:00:00,ACC-0008,GBP,0.0,135853.67,4959327.36,1.27,CP-010,deposit,0.2101
2023-07-23 12:00:00,ACC-0046,EUR,26032.32,0.0,3584534.64,1.08,CP-003,interest,0.0503
2023-07-23 16:00:00,ACC-0044,JPY,21224.68,0.0,1452981.3,0.0067,CP-015,deposit,0.1263
2023-07-23 20:00:00,ACC-0024,USD,5401.22,0.0,623737.95,1.0,CP-007,fx_swap,0.5215
2023-07-24 00:00:00,ACC-0032,JPY,43834.85,0.0,1756052.9,0.0067,CP-013,fx_swap,0.1981
2023-07-24 04:00:00,ACC-0005,GBP,42724.67,0.0,2055298.22,1.27,CP-019,interest,0.1209
2023-07-24 08:00:00,ACC-0025,JPY,0.0,94894.36,2614777.88,0.0067,CP-020,withdrawal,0.0341
2023-07-24 12:00:00,ACC-0028,USD,0.0,8420.99,2924387.2,1.0,CP-003,fx_swap,0.1811
2023-07-24 16:00:00,ACC-0050,EUR,15274.95,0.0,2516075.88,1.08,CP-012,deposit,0.4087
2023-07-24 20:00:00,ACC-0044,USD,101827.12,0.0,3255080.31,1.0,CP-015,fx_swap,0.3902
2023-07-25 00:00:00,ACC-0013,CHF,0.0,37372.25,2025458.75,1.12,CP-011,fx_swap,0.0894
2023-07-25 04:00:00,ACC-0010,GBP,95978.0,0.0,3428310.31,1.27,CP-014,withdrawal,0.1067
2023-07-25 08:00:00,ACC-0040,USD,72527.52,0.0,1863424.73,1.0,CP-010,fx_swap,0.037
2023-07-25 12:00:00,ACC-0031,EUR,86983.26,0.0,2114131.25,1.08,CP-009,interest,0.0256
2023-07-25 16:00:00,ACC-0020,CHF,30075.09,0.0,3208213.85,1.12,CP-001,withdrawal,0.1632
2023-07-25 20:00:00,ACC-0037,CHF,0.0,56957.49,1659449.49,1.12,CP-002,wire,0.1843
2023-07-26 00:00:00,ACC-0042,EUR,56137.14,0.0,2533094.09,1.08,CP-017,deposit,0.1995
2023-07-26 04:00:00,ACC-0024,GBP,0.0,19851.08,2248355.24,1.27,CP-011,wire,0.1872
2023-07-26 08:00:00,ACC-0013,CHF,112538.76,0.0,4679794.57,1.12,CP-016,deposit,0.3443
2023-07-26 12:00:00,ACC-0009,USD,0.0,19772.33,3392525.04,1.0,CP-019,interest,0.1238
2023-07-26 16:00:00,ACC-0006,CHF,0.0,126235.88,4231571.81,1.12,CP-012,fee,0.419
2023-07-26 20:00:00,ACC-0036,JPY,0.0,131975.76,4396528.41,0.0067,CP-014,fee,0.051
2023-07-27 00:00:00,ACC-0035,GBP,0.0,25038.56,4641352.87,1.27,CP-012,fee,0.2529
2023-07-27 04:00:00,ACC-0035,CHF,62677.51,0.0,1658945.71,1.12,CP-019,fee,0.5119
2023-07-27 08:00:00,ACC-0036,CHF,116896.21,0.0,1527783.49,1.12,CP-011,deposit,0.2135
2023-07-27 12:00:00,ACC-0042,GBP,0.0,12914.43,3710402.48,1.27,CP-003,deposit,0.2606
2023-07-27 16:00:00,ACC-0006,JPY,84329.81,0.0,1899151.69,0.0067,CP-020,deposit,0.0991
2023-07-27 20:00:00,ACC-0047,JPY,0.0,11967.92,4221120.41,0.0067,CP-014,fx_swap,0.0127
2023-07-28 00:00:00,ACC-0023,JPY,0.0,12809.81,4179784.16,0.0067,CP-015,withdrawal,0.5172
2023-07-28 04:00:00,ACC-0025,CHF,57367.08,0.0,928382.97,1.12,CP-008,fee,0.2307
2023-07-28 08:00:00,ACC-0016,JPY,0.0,98964.32,3203089.06,0.0067,CP-017,deposit,0.022
2023-07-28 12:00:00,ACC-0008,GBP,4651.35,0.0,1176133.32,1.27,CP-005,fee,0.0702
2023-07-28 16:00:00,ACC-0036,CHF,1848.38,0.0,1461547.81,1.12,CP-006,interest,0.0365
2023-07-28 20:00:00,ACC-0036,JPY,22773.35,0.0,4246958.26,0.0067,CP-014,withdrawal,0.0735
2023-07-29 00:00:00,ACC-0018,JPY,0.0,61153.9,4848284.37,0.0067,CP-001,interest,0.1572
2023-07-29 04:00:00,ACC-0033,USD,1537.86,0.0,533585.79,1.0,CP-004,wire,0.1081
2023-07-29 08:00:00,ACC-0026,CHF,83696.99,0.0,780903.54,1.12,CP-002,withdrawal,0.0105
2023-07-29 12:00:00,ACC-0001,USD,0.0,42283.31,3592581.79,1.0,CP-010,withdrawal,0.385
2023-07-29 16:00:00,ACC-0016,CHF,0.0,64210.81,3119465.24,1.12,CP-002,interest,0.222
2023-07-29 20:00:00,ACC-0015,EUR,0.0,16791.77,4532565.74,1.08,CP-015,wire,0.1076
2023-07-30 00:00:00,ACC-0006,GBP,17364.54,0.0,3638277.49,1.27,CP-002,fee,0.2882
2023-07-30 04:00:00,ACC-0026,GBP,60255.89,0.0,3832539.26,1.27,CP-016,deposit,0.0437
2023-07-30 08:00:00,ACC-0048,GBP,18722.06,0.0,4295797.13,1.27,CP-011,fx_swap,0.2704
2023-07-30 12:00:00,ACC-0022,USD,0.0,6050.92,2970898.26,1.0,CP-008,fx_swap,0.5642
2023-07-30 16:00:00,ACC-0024,USD,0.0,5996.79,3575555.97,1.0,CP-019,fx_swap,0.2979
2023-07-30 20:00:00,ACC-0040,EUR,19067.64,0.0,3925848.87,1.08,CP-010,interest,0.4097
2023-07-31 00:00:00,ACC-0018,JPY,0.0,40811.09,2106294.89,0.0067,CP-013,withdrawal,0.3176
2023-07-31 04:00:00,ACC-0016,USD,0.0,25234.73,4407640.1,1.0,CP-003,interest,0.0383
2023-07-31 08:00:00,ACC-0027,EUR,0.0,6729.45,3626503.4,1.08,CP-007,wire,0.2167
2023-07-31 12:00:00,ACC-0003,GBP,3879.19,0.0,2039110.63,1.27,CP-003,withdrawal,0.3256
2023-07-31 16:00:00,ACC-0012,USD,0.0,13105.91,3023489.61,1.0,CP-020,wire,0.0358
2023-07-31 20:00:00,ACC-0016,USD,0.0,38627.11,3031093.98,1.0,CP-006,fee,0.0174
2023-08-01 00:00:00,ACC-0013,CHF,0.0,25971.52,1938707.4,1.12,CP-016,fx_swap,0.3852
2023-08-01 04:00:00,ACC-0011,JPY,22901.26,0.0,3535591.54,0.0067,CP-017,interest,0.1426
2023-08-01 08:00:00,ACC-0006,CHF,12321.03,0.0,2335908.77,1.12,CP-002,fee,0.0706
2023-08-01 12:00:00,ACC-0014,JPY,0.0,62979.06,760107.08,0.0067,CP-020,wire,0.6113
2023-08-01 16:00:00,ACC-0010,JPY,24517.59,0.0,1839475.7,0.0067,CP-017,wire,0.5145
2023-08-01 20:00:00,ACC-0045,EUR,68276.15,0.0,4777724.49,1.08,CP-004,interest,0.017
2023-08-02 00:00:00,ACC-0033,CHF,57213.16,0.0,692898.86,1.12,CP-006,deposit,0.2793
2023-08-02 04:00:00,ACC-0047,CHF,18013.84,0.0,619183.97,1.12,CP-003,withdrawal,0.1868
2023-08-02 08:00:00,ACC-0046,EUR,0.0,21664.04,503510.81,1.08,CP-007,withdrawal,0.0835
2023-08-02 12:00:00,ACC-0006,CHF,0.0,30131.22,1807542.08,1.12,CP-005,wire,0.0005
2023-08-02 16:00:00,ACC-0048,EUR,0.0,113970.84,565727.65,1.08,CP-014,withdrawal,0.2086
2023-08-02 20:00:00,ACC-0038,USD,0.0,43531.05,3084095.64,1.0,CP-003,interest,0.0231
2023-08-03 00:00:00,ACC-0017,JPY,40093.11,0.0,3521255.72,0.0067,CP-011,withdrawal,0.0183
2023-08-03 04:00:00,ACC-0013,EUR,44821.83,0.0,1345470.8,1.08,CP-012,deposit,0.2131
2023-08-03 08:00:00,ACC-0034,CHF,0.0,20024.11,944713.29,1.12,CP-020,interest,0.0089
2023-08-03 12:00:00,ACC-0009,CHF,74259.31,0.0,3207791.15,1.12,CP-007,deposit,0.6148
2023-08-03 16:00:00,ACC-0018,CHF,0.0,64275.23,2398395.67,1.12,CP-005,fee,0.3908
2023-08-03 20:00:00,ACC-0042,EUR,0.0,69516.66,4150965.48,1.08,CP-020,fee,0.3948
2023-08-04 00:00:00,ACC-0031,EUR,59190.95,0.0,454131.37,1.08,CP-012,interest,0.0927
2023-08-04 04:00:00,ACC-0015,GBP,0.0,42760.08,2531262.04,1.27,CP-018,wire,0.0793
2023-08-04 08:00:00,ACC-0042,GBP,0.0,32356.45,1826936.11,1.27,CP-018,wire,0.3042
2023-08-04 12:00:00,ACC-0043,EUR,0.0,5694.04,1752377.56,1.08,CP-013,fx_swap,0.1636
2023-08-04 16:00:00,ACC-0040,EUR,17920.18,0.0,1842547.8,1.08,CP-013,fx_swap,0.3675
2023-08-04 20:00:00,ACC-0046,EUR,0.0,32007.72,1388328.81,1.08,CP-010,deposit,0.4451
2023-08-05 00:00:00,ACC-0039,CHF,73946.55,0.0,1216431.62,1.12,CP-009,interest,0.0308
2023-08-05 04:00:00,ACC-0045,EUR,0.0,30858.96,4310026.29,1.08,CP-011,deposit,0.1365
2023-08-05 08:00:00,ACC-0024,USD,51902.68,0.0,909347.7,1.0,CP-007,withdrawal,0.3067
2023-08-05 12:00:00,ACC-0032,CHF,0.0,41978.87,1996629.84,1.12,CP-003,deposit,0.0175
2023-08-05 16:00:00,ACC-0015,USD,0.0,54243.94,3507235.83,1.0,CP-002,deposit,0.1091
2023-08-05 20:00:00,ACC-0024,CHF,0.0,2200.28,205972.26,1.12,CP-017,fx_swap,0.1022
2023-08-06 00:00:00,ACC-0049,EUR,0.0,75253.1,3933739.46,1.08,CP-007,interest,0.324
2023-08-06 04:00:00,ACC-0015,CHF,30864.06,0.0,2445060.29,1.12,CP-015,fx_swap,0.0046
2023-08-06 08:00:00,ACC-0010,CHF,0.0,55086.89,2845183.17,1.12,CP-004,deposit,0.1476
2023-08-06 12:00:00,ACC-0027,GBP,0.0,53646.48,332837.01,1.27,CP-001,withdrawal,0.256
2023-08-06 16:00:00,ACC-0022,CHF,99029.21,0.0,3282708.91,1.12,CP-004,fx_swap,0.0483
2023-08-06 20:00:00,ACC-0017,JPY,0.0,103418.79,2590727.3,0.0067,CP-004,wire,0.0268
2023-08-07 00:00:00,ACC-0047,JPY,0.0,2222.15,2122082.73,0.0067,CP-003,wire,0.1638
2023-08-07 04:00:00,ACC-0014,EUR,0.0,15592.18,1663467.36,1.08,CP-003,deposit,0.2286
2023-08-07 08:00:00,ACC-0011,JPY,68613.57,0.0,3925590.38,0.0067,CP-014,fee,0.0426
2023-08-07 12:00:00,ACC-0009,JPY,0.0,37487.27,1021401.35,0.0067,CP-017,fee,0.6045
2023-08-07 16:00:00,ACC-0036,EUR,0.0,74993.38,1432117.56,1.08,CP-011,withdrawal,0.0018
2023-08-07 20:00:00,ACC-0024,CHF,0.0,49717.58,777550.09,1.12,CP-008,wire,0.2707
2023-08-08 00:00:00,ACC-0006,EUR,0.0,10105.08,3936377.45,1.08,CP-019,fx_swap,0.4958
2023-08-08 04:00:00,ACC-0004,GBP,0.0,51582.69,145790.27,1.27,CP-012,withdrawal,0.4227
2023-08-08 08:00:00,ACC-0013,USD,62378.77,0.0,3384566.21,1.0,CP-009,withdrawal,0.3955
2023-08-08 12:00:00,ACC-0038,CHF,57835.49,0.0,2918520.64,1.12,CP-012,deposit,0.1967
2023-08-08 16:00:00,ACC-0009,EUR,0.0,9799.36,4702375.12,1.08,CP-012,wire,0.1806
2023-08-08 20:00:00,ACC-0049,EUR,0.0,40934.67,2436505.1,1.08,CP-011,fx_swap,0.2693
2023-08-09 00:00:00,ACC-0014,USD,0.0,18092.84,2620578.96,1.0,CP-007,withdrawal,0.5894
2023-08-09 04:00:00,ACC-0050,CHF,0.0,4039.1,356003.36,1.12,CP-020,wire,0.1627
2023-08-09 08:00:00,ACC-0032,JPY,4406.76,0.0,2964424.72,0.0067,CP-013,wire,0.0423
2023-08-09 12:00:00,ACC-0036,JPY,10500.42,0.0,2132205.43,0.0067,CP-001,fee,0.1845
2023-08-09 16:00:00,ACC-0010,USD,0.0,19285.54,2843427.51,1.0,CP-003,fx_swap,0.243
2023-08-09 20:00:00,ACC-0008,CHF,50081.09,0.0,4158540.47,1.12,CP-010,interest,0.0261
2023-08-10 00:00:00,ACC-0029,JPY,0.0,89277.36,3278363.73,0.0067,CP-010,interest,0.0041
2023-08-10 04:00:00,ACC-0001,GBP,9611.13,0.0,2050231.54,1.27,CP-016,fx_swap,0.2944
2023-08-10 08:00:00,ACC-0015,JPY,0.0,41046.14,4073975.34,0.0067,CP-014,withdrawal,0.2735
2023-08-10 12:00:00,ACC-0050,EUR,11388.55,0.0,4255061.3,1.08,CP-007,wire,0.282
2023-08-10 16:00:00,ACC-0014,EUR,0.0,53651.05,2458775.29,1.08,CP-002,interest,0.0656
2023-08-10 20:00:00,ACC-0039,CHF,37634.98,0.0,4049480.87,1.12,CP-009,interest,0.0113
2023-08-11 00:00:00,ACC-0032,CHF,0.0,7215.5,1390481.73,1.12,CP-002,withdrawal,0.5501
2023-08-11 04:00:00,ACC-0030,CHF,0.0,70765.55,3698582.75,1.12,CP-017,fx_swap,0.1244
2023-08-11 08:00:00,ACC-0039,CHF,0.0,43152.7,1466934.35,1.12,CP-016,interest,0.4263
2023-08-11 12:00:00,ACC-0016,JPY,0.0,29949.82,3675072.58,0.0067,CP-013,fx_swap,0.256
2023-08-11 16:00:00,ACC-0032,CHF,2941.64,0.0,829062.59,1.12,CP-006,deposit,0.0663
2023-08-11 20:00:00,ACC-0023,EUR,56775.33,0.0,1913437.47,1.08,CP-017,fee,0.557
2023-08-12 00:00:00,ACC-0015,GBP,0.0,22972.77,4744400.81,1.27,CP-018,interest,0.2045
2023-08-12 04:00:00,ACC-0016,CHF,0.0,111827.65,1248094.99,1.12,CP-002,wire,0.1072
2023-08-12 08:00:00,ACC-0018,USD,32322.57,0.0,4909737.25,1.0,CP-015,fx_swap,0.5398
2023-08-12 12:00:00,ACC-0029,USD,18011.3,0.0,4699069.42,1.0,CP-020,interest,0.1624
2023-08-12 16:00:00,ACC-0002,JPY,0.0,60301.12,2606038.39,0.0067,CP-015,fee,0.2658
2023-08-12 20:00:00,ACC-0011,EUR,57556.13,0.0,2269965.97,1.08,CP-010,interest,0.1701
2023-08-13 00:00:00,ACC-0028,CHF,26459.18,0.0,100907.46,1.12,CP-013,fx_swap,0.1199
2023-08-13 04:00:00,ACC-0035,EUR,4445.63,0.0,1012600.2,1.08,CP-002,interest,0.2066
2023-08-13 08:00:00,ACC-0019,GBP,0.0,80615.49,4558135.84,1.27,CP-016,deposit,0.2658
2023-08-13 12:00:00,ACC-0017,USD,1102.59,0.0,4539934.5,1.0,CP-017,fee,0.1985
2023-08-13 16:00:00,ACC-0036,USD,67006.24,0.0,1930840.01,1.0,CP-018,interest,0.1457
2023-08-13 20:00:00,ACC-0011,GBP,0.0,62755.27,3821484.19,1.27,CP-004,wire,0.206
2023-08-14 00:00:00,ACC-0021,GBP,0.0,60949.07,2845026.07,1.27,CP-014,fee,0.5479
2023-08-14 04:00:00,ACC-0049,EUR,0.0,15037.45,3393947.33,1.08,CP-002,interest,0.2303
2023-08-14 08:00:00,ACC-0045,USD,32743.8,0.0,3872962.18,1.0,CP-008,fee,0.3037
2023-08-14 12:00:00,ACC-0035,CHF,28328.15,0.0,671354.54,1.12,CP-007,withdrawal,0.6817
2023-08-14 16:00:00,ACC-0037,GBP,8732.4,0.0,4528459.58,1.27,CP-020,withdrawal,0.4081
2023-08-14 20:00:00,ACC-0005,EUR,0.0,23765.81,4582294.12,1.08,CP-018,withdrawal,0.1386
2023-08-15 00:00:00,ACC-0020,CHF,21231.08,0.0,1292038.11,1.12,CP-013,withdrawal,0.5469
2023-08-15 04:00:00,ACC-0034,EUR,41971.98,0.0,2663337.55,1.08,CP-007,deposit,0.1106
2023-08-15 08:00:00,ACC-0006,USD,47045.05,0.0,2138980.87,1.0,CP-014,wire,0.2316
2023-08-15 12:00:00,ACC-0032,EUR,0.0,14945.46,1631192.8,1.08,CP-012,wire,0.234
2023-08-15 16:00:00,ACC-0049,GBP,66938.9,0.0,3631999.95,1.27,CP-004,wire,0.5281
2023-08-15 20:00:00,ACC-0020,EUR,9173.66,0.0,1755004.34,1.08,CP-015,withdrawal,0.0134
2023-08-16 00:00:00,ACC-0030,USD,30688.97,0.0,2824656.88,1.0,CP-015,deposit,0.6544
2023-08-16 04:00:00,ACC-0027,USD,0.0,39926.98,3795983.43,1.0,CP-002,wire,0.0665
2023-08-16 08:00:00,ACC-0038,GBP,0.0,1442.49,4249236.83,1.27,CP-009,withdrawal,0.399
2023-08-16 12:00:00,ACC-0004,EUR,0.0,35371.98,293314.57,1.08,CP-020,fee,0.663
2023-08-16 16:00:00,ACC-0050,EUR,0.0,31692.73,4481125.86,1.08,CP-020,withdrawal,0.0576
2023-08-16 20:00:00,ACC-0008,CHF,40069.56,0.0,360291.06,1.12,CP-016,withdrawal,0.2842
2023-08-17 00:00:00,ACC-0012,GBP,9898.3,0.0,3118942.92,1.27,CP-019,fee,0.3705
2023-08-17 04:00:00,ACC-0008,GBP,0.0,46078.5,2282840.65,1.27,CP-002,deposit,0.5055
2023-08-17 08:00:00,ACC-0050,USD,35058.93,0.0,417687.67,1.0,CP-007,fx_swap,0.1716
2023-08-17 12:00:00,ACC-0044,GBP,45712.98,0.0,2405453.52,1.27,CP-017,fee,0.3481
2023-08-17 16:00:00,ACC-0001,JPY,0.0,64453.59,206074.72,0.0067,CP-004,fx_swap,0.0955
2023-08-17 20:00:00,ACC-0019,JPY,0.0,8844.29,3837002.1,0.0067,CP-019,fx_swap,0.1048
2023-08-18 00:00:00,ACC-0041,GBP,23945.58,0.0,2194281.69,1.27,CP-008,deposit,0.1179
2023-08-18 04:00:00,ACC-0023,CHF,9150.65,0.0,4541135.63,1.12,CP-006,interest,0.2975
2023-08-18 08:00:00,ACC-0037,CHF,0.0,52136.41,1486443.08,1.12,CP-013,fee,0.3083
2023-08-18 12:00:00,ACC-0044,CHF,47375.6,0.0,1049320.77,1.12,CP-020,withdrawal,0.2024
2023-08-18 16:00:00,ACC-0045,CHF,0.0,4134.89,4017935.36,1.12,CP-012,deposit,0.3409
2023-08-18 20:00:00,ACC-0029,CHF,0.0,26445.82,2775884.16,1.12,CP-012,deposit,0.2333
2023-08-19 00:00:00,ACC-0027,JPY,54761.95,0.0,3775300.49,0.0067,CP-013,wire,0.0088
2023-08-19 04:00:00,ACC-0030,EUR,33021.05,0.0,157648.96,1.08,CP-014,deposit,0.0442
2023-08-19 08:00:00,ACC-0011,GBP,0.0,7133.03,3595941.07,1.27,CP-006,withdrawal,0.5786
2023-08-19 12:00:00,ACC-0019,GBP,56090.98,0.0,3096725.07,1.27,CP-005,fx_swap,0.1501
